Región,meses,cosecha,year,produccion,rendimiento
Áncash,Abr,0.0,2020,,
Apurímac,Abr,0.0,2020,,
Arequipa,Abr,0.0,2020,,
Ayacucho,Abr,4.482863849765258,2020,,
Cajamarca,Abr,6.559934502887757,2020,,
Callao,Abr,0.0,2020,,
Cusco,Abr,5.207063242064454,2020,,
Huancavelica,Abr,0.0,2020,,
Huánuco,Abr,5.930080906148866,2020,,
Ica,Abr,0.0,2020,,
Junín,Abr,5.0595615315583045,2020,,
La Libertad,Abr,3.588928150765607,2020,,
Lambayeque,Abr,0.0,2020,,
Lima,Abr,0.0,2020,,
Lima Metropolitana,Abr,0.0,2020,,
Loreto,Abr,0.0,2020,,
cafere de Dios,Abr,4.0715455140798955,2020,,
Moquegua,Abr,0.0,2020,,
Pasco,Abr,5.065113743034831,2020,,
Piura,Abr,0.0,2020,,
Puno,Abr,7.574074074074074,2020,,
San Martín,Abr,4.386412599226172,2020,,
Tacna,Abr,0.0,2020,,
Tumbes,Abr,0.0,2020,,
Ucayali,Abr,5.547837033448116,2020,,
Amazonas,May,7.051599687255669,2020,,
Áncash,May,0.0,2020,,
Apurímac,May,0.0,2020,,
Arequipa,May,0.0,2020,,
Ayacucho,May,5.452800000000001,2020,,
Cajamarca,May,6.472277354885769,2020,,
Callao,May,0.0,2020,,
Cusco,May,5.38479199662728,2020,,
Huancavelica,May,3.2,2020,,
Huánuco,May,6.203458957150231,2020,,
Ica,May,0.0,2020,,
Junín,May,5.614068052880345,2020,,
La Libertad,May,3.668098673588261,2020,,
Lambayeque,May,4.0,2020,,
Lima,May,0.0,2020,,
Lima Metropolitana,May,0.0,2020,,
Loreto,May,0.0,2020,,
cafere de Dios,May,4.340123456790123,2020,,
Moquegua,May,0.0,2020,,
Pasco,May,5.1684793960915,2020,,
Piura,May,5.0,2020,,
Puno,May,7.4122994652406415,2020,,
San Martín,May,4.971683920458777,2020,,
Tacna,May,0.0,2020,,
Tumbes,May,0.0,2020,,
Ucayali,May,5.54616482673931,2020,,
Amazonas,Jun,6.871495343389796,2020,,
Áncash,Jun,0.0,2020,,
Apurímac,Jun,0.0,2020,,
Arequipa,Jun,0.0,2020,,
Ayacucho,Jun,5.44504132231405,2020,,
Cajamarca,Jun,6.438481581154213,2020,,
Callao,Jun,0.0,2020,,
Cusco,Jun,5.588486140724947,2020,,
Huancavelica,Jun,3.3,2020,,
Huánuco,Jun,6.313689407540394,2020,,
Ica,Jun,0.0,2020,,
Junín,Jun,6.539691016283091,2020,,
La Libertad,Jun,3.6977983968375967,2020,,
Lambayeque,Jun,8.558011049723756,2020,,
Lima,Jun,0.0,2020,,
Lima Metropolitana,Jun,0.0,2020,,
Loreto,Jun,0.0,2020,,
cafere de Dios,Jun,0.0,2020,,
Moquegua,Jun,0.0,2020,,
Pasco,Jun,5.293819883083825,2020,,
Piura,Jun,5.824258760107817,2020,,
Puno,Jun,7.241548913043479,2020,,
San Martín,Jun,5.403707726302385,2020,,
Tacna,Jun,0.0,2020,,
Tumbes,Jun,0.0,2020,,
Ucayali,Jun,5.935923676676014,2020,,
Amazonas,Jul,6.888538937650303,2020,,
Áncash,Jul,0.0,2020,,
Apurímac,Jul,0.0,2020,,
Arequipa,Jul,0.0,2020,,
Ayacucho,Jul,5.398996655518395,2020,,
Cajamarca,Jul,6.528303230517048,2020,,
Callao,Jul,0.0,2020,,
Cusco,Jul,5.7908256880733955,2020,,
Huancavelica,Jul,3.3,2020,,
Huánuco,Jul,6.296647454370797,2020,,
Ica,Jul,0.0,2020,,
Junín,Jul,6.628060347625649,2020,,
La Libertad,Jul,3.703074587208198,2020,,
Lambayeque,Jul,6.243181818181818,2020,,
Lima,Jul,0.0,2020,,
Lima Metropolitana,Jul,0.0,2020,,
Loreto,Jul,2.85,2020,,
cafere de Dios,Jul,0.0,2020,,
Moquegua,Jul,0.0,2020,,
Pasco,Jul,6.272258426417744,2020,,
Piura,Jul,6.1753846153846155,2020,,
Puno,Jul,7.0,2020,,
San Martín,Jul,5.353059997595287,2020,,
Tacna,Jul,0.0,2020,,
Tumbes,Jul,0.0,2020,,
Ucayali,Jul,6.257701957769415,2020,,
Amazonas,Ago,6.632480524897171,2020,,
Áncash,Ago,0.0,2020,,
Apurímac,Ago,0.0,2020,,
Arequipa,Ago,0.0,2020,,
Ayacucho,Ago,5.212631578947369,2020,,
Cajamarca,Ago,7.329342130406564,2020,,
Callao,Ago,0.0,2020,,
Cusco,Ago,6.23324940012442,2020,,
Huancavelica,Ago,0.0,2020,,
Huánuco,Ago,6.52623985572588,2020,,
Ica,Ago,0.0,2020,,
Junín,Ago,6.061220714048186,2020,,
La Libertad,Ago,3.7999999999999994,2020,,
Lambayeque,Ago,6.0,2020,,
Lima,Ago,0.0,2020,,
Lima Metropolitana,Ago,0.0,2020,,
Loreto,Ago,2.788507462686567,2020,,
cafere de Dios,Ago,0.0,2020,,
Moquegua,Ago,0.0,2020,,
Pasco,Ago,6.896155892697234,2020,,
Piura,Ago,6.19025641025641,2020,,
Puno,Ago,7.0,2020,,
San Martín,Ago,6.037994003815754,2020,,
Tacna,Ago,0.0,2020,,
Tumbes,Ago,0.0,2020,,
Ucayali,Ago,6.482571415073541,2020,,
Amazonas,Set,6.334951249627454,2020,,
Áncash,Set,0.0,2020,,
Apurímac,Set,0.0,2020,,
Arequipa,Set,0.0,2020,,
Ayacucho,Set,3.5,2020,,
Cajamarca,Set,7.382031288085782,2020,,
Callao,Set,0.0,2020,,
Cusco,Set,5.6,2020,,
Huancavelica,Set,0.0,2020,,
Huánuco,Set,6.801062992125984,2020,,
Ica,Set,0.0,2020,,
Junín,Set,5.3419354838709685,2020,,
La Libertad,Set,0.0,2020,,
Lambayeque,Set,7.0,2020,,
Lima,Set,0.0,2020,,
Lima Metropolitana,Set,0.0,2020,,
Loreto,Set,2.7790555555555554,2020,,
cafere de Dios,Set,0.0,2020,,
Moquegua,Set,0.0,2020,,
Pasco,Set,7.3,2020,,
Piura,Set,5.933870967741935,2020,,
Puno,Set,0.0,2020,,
San Martín,Set,6.590190895741558,2020,,
Tacna,Set,0.0,2020,,
Tumbes,Set,0.0,2020,,
Ucayali,Set,6.3,2020,,
Amazonas,Oct,6.352749383151216,2020,,
Áncash,Oct,0.0,2020,,
Apurímac,Oct,0.0,2020,,
Arequipa,Oct,0.0,2020,,
Ayacucho,Oct,0.0,2020,,
Cajamarca,Oct,8.271167839941075,2020,,
Callao,Oct,0.0,2020,,
Cusco,Oct,0.0,2020,,
Huancavelica,Oct,0.0,2020,,
Huánuco,Oct,6.692822966507177,2020,,
Ica,Oct,0.0,2020,,
Junín,Oct,0.0,2020,,
La Libertad,Oct,0.0,2020,,
Lambayeque,Oct,0.0,2020,,
Lima,Oct,0.0,2020,,
Lima Metropolitana,Oct,0.0,2020,,
Loreto,Oct,2.614,2020,,
cafere de Dios,Oct,0.0,2020,,
Moquegua,Oct,0.0,2020,,
Pasco,Oct,0.0,2020,,
Piura,Oct,0.0,2020,,
Puno,Oct,0.0,2020,,
San Martín,Oct,5.315662650602409,2020,,
Tacna,Oct,0.0,2020,,
Tumbes,Oct,0.0,2020,,
Ucayali,Oct,0.0,2020,,
Amazonas,Nov,6.451970443349754,2020,,
Áncash,Nov,0.0,2020,,
Apurímac,Nov,0.0,2020,,
Arequipa,Nov,0.0,2020,,
Ayacucho,Nov,0.0,2020,,
Cajamarca,Nov,0.0,2020,,
Callao,Nov,0.0,2020,,
Cusco,Nov,0.0,2020,,
Huancavelica,Nov,0.0,2020,,
Huánuco,Nov,6.8,2020,,
Ica,Nov,0.0,2020,,
Junín,Nov,0.0,2020,,
La Libertad,Nov,0.0,2020,,
Lambayeque,Nov,0.0,2020,,
Lima,Nov,0.0,2020,,
Lima Metropolitana,Nov,0.0,2020,,
Loreto,Nov,2.702623376623377,2020,,
cafere de Dios,Nov,0.0,2020,,
Moquegua,Nov,0.0,2020,,
Pasco,Nov,0.0,2020,,
Piura,Nov,0.0,2020,,
Puno,Nov,0.0,2020,,
San Martín,Nov,5.571232876712329,2020,,
Tacna,Nov,0.0,2020,,
Tumbes,Nov,0.0,2020,,
Ucayali,Nov,0.0,2020,,
Amazonas,Dic,7.916666666666667,2020,,
Áncash,Dic,0.0,2020,,
Apurímac,Dic,0.0,2020,,
Arequipa,Dic,0.0,2020,,
Ayacucho,Dic,0.0,2020,,
Cajamarca,Dic,0.0,2020,,
Callao,Dic,0.0,2020,,
Cusco,Dic,0.0,2020,,
Huancavelica,Dic,0.0,2020,,
Huánuco,Dic,6.9168,2020,,
Ica,Dic,0.0,2020,,
Junín,Dic,0.0,2020,,
La Libertad,Dic,0.0,2020,,
Lambayeque,Dic,6.999999999999999,2020,,
Lima,Dic,0.0,2020,,
Lima Metropolitana,Dic,0.0,2020,,
Loreto,Dic,2.7941193455245434,2020,,
cafere de Dios,Dic,0.0,2020,,
Moquegua,Dic,0.0,2020,,
Pasco,Dic,0.0,2020,,
Piura,Dic,0.0,2020,,
Puno,Dic,0.0,2020,,
San Martín,Dic,4.933441558441558,2020,,
Tacna,Dic,0.0,2020,,
Tumbes,Dic,0.0,2020,,
Ucayali,Dic,0.0,2020,,
Amazonas,Ene,0.0,2019,2.0,0.0
Áncash,Ene,0.0,2019,0.0,0.0
Apurímac,Ene,0.0,2019,0.0,0.0
Arequipa,Ene,0.0,2019,0.0,0.0
Ayacucho,Ene,0.0,2019,0.0,0.0
Cajamarca,Ene,0.0,2019,58.0,0.0
Callao,Ene,0.0,2019,0.0,0.0
Cusco,Ene,0.0,2019,41.0,0.0
Huancavelica,Ene,0.0,2019,2.0,0.0
Huánuco,Ene,5.818021201413427,2019,2.0,0.0
Ica,Ene,0.0,2019,0.0,0.0
Junín,Ene,0.0,2019,184.0,0.0
La Libertad,Ene,3.7,2019,0.0,0.0
Lambayeque,Ene,0.0,2019,0.0,0.0
Lima,Ene,0.0,2019,0.0,0.0
Lima Metropolitana,Ene,0.0,2019,0.0,0.0
Loreto,Ene,0.0,2019,0.0,0.0
Madre de Dios,Ene,0.0,2019,0.0,0.0
Moquegua,Ene,0.0,2019,0.0,0.0
Pasco,Ene,0.0,2019,0.0,0.0
Piura,Ene,0.0,2019,0.0,0.0
Puno,Ene,0.0,2019,0.0,0.0
San Martín,Ene,3.86775956284153,2019,406.0,0.0
Tacna,Ene,0.0,2019,0.0,0.0
Tumbes,Ene,0.0,2019,0.0,0.0
Ucayali,Ene,0.0,2019,0.0,0.0
Amazonas,Feb,0.0,2019,5.0,0.0
Áncash,Feb,0.0,2019,0.0,0.0
Apurímac,Feb,0.0,2019,0.0,0.0
Arequipa,Feb,0.0,2019,0.0,0.0
Ayacucho,Feb,0.0,2019,0.0,0.0
Cajamarca,Feb,0.0,2019,110.0,0.0
Callao,Feb,0.0,2019,0.0,0.0
Cusco,Feb,0.0,2019,10.0,0.0
Huancavelica,Feb,0.0,2019,0.0,0.0
Huánuco,Feb,5.362194656488549,2019,3.0,0.0
Ica,Feb,0.0,2019,0.0,0.0
Junín,Feb,4.163638407835089,2019,149.0,0.0
La Libertad,Feb,3.7,2019,0.0,0.0
Lambayeque,Feb,0.0,2019,10.0,0.0
Lima,Feb,0.0,2019,0.0,0.0
Lima Metropolitana,Feb,0.0,2019,0.0,0.0
Loreto,Feb,0.0,2019,0.0,0.0
Madre de Dios,Feb,0.0,2019,0.0,0.0
Moquegua,Feb,0.0,2019,0.0,0.0
Pasco,Feb,0.0,2019,0.0,0.0
Piura,Feb,0.0,2019,0.0,0.0
Puno,Feb,0.0,2019,0.0,0.0
San Martín,Feb,4.68305555555555,2019,283.0,0.0
Tacna,Feb,0.0,2019,0.0,0.0
Tumbes,Feb,0.0,2019,0.0,0.0
Ucayali,Feb,0.0,2019,120.0,0.0
Amazonas,Mar,0.0,2019,0.0,0.0
Áncash,Mar,0.0,2019,0.0,0.0
Apurímac,Mar,0.0,2019,0.0,0.0
Arequipa,Mar,0.0,2019,0.0,0.0
Ayacucho,Mar,4.492405063291139,2019,0.0,0.0
Cajamarca,Mar,4.340241443556827,2019,99.0,0.0
Callao,Mar,0.0,2019,0.0,0.0
Cusco,Mar,5.189037982790844,2019,10.0,0.0
Huancavelica,Mar,0.0,2019,0.0,0.0
Huánuco,Mar,5.234730941704037,2019,1.0,0.0
Ica,Mar,0.0,2019,0.0,0.0
Junín,Mar,4.087398793695359,2019,139.0,0.0
La Libertad,Mar,3.6292797400565617,2019,0.0,0.0
Lambayeque,Mar,0.0,2019,0.0,0.0
Lima,Mar,0.0,2019,0.0,0.0
Lima Metropolitana,Mar,0.0,2019,0.0,0.0
Loreto,Mar,0.0,2019,0.0,0.0
Madre de Dios,Mar,3.644097222222222,2019,0.0,0.75
Moquegua,Mar,0.0,2019,0.0,0.0
Pasco,Mar,5.3,2019,0.0,0.0
Piura,Mar,0.0,2019,22.0,0.0
Puno,Mar,0.0,2019,0.0,0.0
San Martín,Mar,4.34043674698795,2019,440.0,0.0
Tacna,Mar,0.0,2019,0.0,0.0
Tumbes,Mar,0.0,2019,0.0,0.0
Ucayali,Mar,6.026251921365584,2019,240.0,0.0
Amazonas,Abr,4.817378936985296,2019,0.0,0.0
Áncash,Abr,0.0,2019,0.0,0.0
Apurímac,Abr,0.0,2019,0.0,0.0
Arequipa,Abr,0.0,2019,0.0,0.0
Ayacucho,Abr,4.9879310344827585,2019,0.0,0.0
Cajamarca,Abr,5.111013022455579,2019,51.0,0.0
Callao,Abr,0.0,2019,0.0,0.0
Cusco,Abr,4.922112714850154,2019,10.0,0.0
Huancavelica,Abr,2.3,2019,0.0,0.0
Huánuco,Abr,4.965355102040816,2019,0.0,0.0
Ica,Abr,0.0,2019,0.0,0.0
Junín,Abr,4.264057162582197,2019,6.0,0.0
La Libertad,Abr,3.6331291475242473,2019,0.0,1.5
Lambayeque,Abr,0.0,2019,0.0,0.0
Lima,Abr,0.0,2019,0.0,0.0
Lima Metropolitana,Abr,0.0,2019,0.0,0.0
Loreto,Abr,0.0,2019,0.0,0.0
Madre de Dios,Abr,3.2686774941995353,2019,0.0,2.0
Moquegua,Abr,0.0,2019,0.0,0.0
Pasco,Abr,4.74026456071076,2019,0.0,0.0
Piura,Abr,0.0,2019,0.0,0.0
Puno,Abr,7.759654178674351,2019,0.0,0.0
San Martín,Abr,4.1366987766464,2019,327.0,10.0
Tacna,Abr,0.0,2019,0.0,0.0
Tumbes,Abr,0.0,2019,0.0,0.0
Ucayali,Abr,6.481076595573205,2019,230.0,0.0
Amazonas,May,5.75895208245508,2019,0.0,0.0
Áncash,May,0.0,2019,0.0,0.0
Apurímac,May,0.0,2019,0.0,0.0
Arequipa,May,0.0,2019,0.0,0.0
Ayacucho,May,5.0,2019,0.0,0.0
Cajamarca,May,5.370876613226346,2019,69.0,0.0
Callao,May,0.0,2019,0.0,0.0
Cusco,May,5.355904820494828,2019,0.0,30.0
Huancavelica,May,2.34,2019,0.0,0.0
Huánuco,May,5.270114644394875,2019,0.0,0.0
Ica,May,0.0,2019,0.0,0.0
Junín,May,4.636616656112242,2019,0.0,0.0
La Libertad,May,3.6806845559524803,2019,0.0,21.0
Lambayeque,May,0.0,2019,0.0,0.0
Lima,May,0.0,2019,0.0,0.0
Lima Metropolitana,May,0.0,2019,0.0,0.0
Loreto,May,0.0,2019,0.0,0.0
Madre de Dios,May,3.485593220338983,2019,0.0,21.25
Moquegua,May,0.0,2019,0.0,0.0
Pasco,May,5.170513195151196,2019,0.0,0.0
Piura,May,0.0,2019,0.0,0.0
Puno,May,7.588551275094955,2019,0.0,0.0
San Martín,May,4.22349468540012,2019,207.0,0.0
Tacna,May,0.0,2019,0.0,0.0
Tumbes,May,0.0,2019,0.0,0.0
Ucayali,May,4.772246210758227,2019,280.0,0.0
Amazonas,Jun,6.093145177017409,2019,0.0,110.0
Áncash,Jun,0.0,2019,0.0,0.0
Apurímac,Jun,0.0,2019,0.0,0.0
Arequipa,Jun,0.0,2019,0.0,0.0
Ayacucho,Jun,4.9892514395393475,2019,0.0,0.0
Cajamarca,Jun,5.862273561484951,2019,0.0,108.0
Callao,Jun,0.0,2019,0.0,0.0
Cusco,Jun,5.407860549601815,2019,0.0,10.0
Huancavelica,Jun,2.33,2019,0.0,10.0
Huánuco,Jun,5.381115075825156,2019,0.0,6.5
Ica,Jun,0.0,2019,0.0,0.0
Junín,Jun,4.909006971751138,2019,0.0,143.0
La Libertad,Jun,3.662529691211402,2019,0.0,5.0
Lambayeque,Jun,6.677852348993288,2019,0.0,0.0
Lima,Jun,0.0,2019,0.0,0.0
Lima Metropolitana,Jun,0.0,2019,0.0,0.0
Loreto,Jun,0.0,2019,0.0,0.0
Madre de Dios,Jun,3.2,2019,0.0,4.5
Moquegua,Jun,0.0,2019,0.0,0.0
Pasco,Jun,5.282517486886788,2019,0.0,6.0
Piura,Jun,5.023678792038435,2019,0.0,702.0
Puno,Jun,6.996028291621328,2019,0.0,0.0
San Martín,Jun,4.88408656129164,2019,99.0,31843.0
Tacna,Jun,0.0,2019,0.0,0.0
Tumbes,Jun,0.0,2019,0.0,0.0
Ucayali,Jun,4.771511834120716,2019,50.0,0.0
Amazonas,Jul,6.290103070684698,2019,0.0,8259.0
Áncash,Jul,0.0,2019,0.0,0.0
Apurímac,Jul,0.0,2019,0.0,0.0
Arequipa,Jul,0.0,2019,0.0,0.0
Ayacucho,Jul,4.963470319634703,2019,0.0,622.0
Cajamarca,Jul,6.316066671801883,2019,0.0,1249.5
Callao,Jul,0.0,2019,0.0,0.0
Cusco,Jul,5.226593941665246,2019,0.0,0.0
Huancavelica,Jul,0.0,2019,0.0,0.0
Huánuco,Jul,5.602784902894834,2019,0.0,393.0
Ica,Jul,0.0,2019,0.0,0.0
Junín,Jul,5.262181581274141,2019,0.0,13.0
La Libertad,Jul,3.6372944078947365,2019,0.0,76.0
Lambayeque,Jul,7.0,2019,0.0,841.0
Lima,Jul,0.0,2019,0.0,0.0
Lima Metropolitana,Jul,0.0,2019,0.0,0.0
Loreto,Jul,2.8452173913043475,2019,0.0,0.0
Madre de Dios,Jul,0.0,2019,0.0,0.0
Moquegua,Jul,0.0,2019,0.0,0.0
Pasco,Jul,5.704605822226148,2019,0.0,468.0
Piura,Jul,5.037255753365176,2019,0.0,344.0
Puno,Jul,7.053609625668449,2019,0.0,0.0
San Martín,Jul,4.83357711214384,2019,67.0,13481.0
Tacna,Jul,0.0,2019,0.0,0.0
Tumbes,Jul,0.0,2019,0.0,0.0
Ucayali,Jul,6.491478487815171,2019,170.0,167.088
Amazonas,Ago,6.2411676347661,2019,0.0,9541.0
Áncash,Ago,0.0,2019,0.0,0.0
Apurímac,Ago,0.0,2019,0.0,0.0
Arequipa,Ago,0.0,2019,0.0,0.0
Ayacucho,Ago,4.985221674876847,2019,0.0,2650.0
Cajamarca,Ago,5.8762670229142495,2019,0.0,3676.0
Callao,Ago,0.0,2019,0.0,0.0
Cusco,Ago,5.455521633793605,2019,0.0,54174.0
Huancavelica,Ago,0.0,2019,0.0,0.0
Huánuco,Ago,5.087185185185185,2019,11.0,2990.25
Ica,Ago,0.0,2019,0.0,0.0
Junín,Ago,5.047259786324236,2019,0.0,94722.0
La Libertad,Ago,3.6008590197069226,2019,0.0,100.0
Lambayeque,Ago,5.994301994301995,2019,0.0,0.0
Lima,Ago,0.0,2019,0.0,0.0
Lima Metropolitana,Ago,0.0,2019,0.0,0.0
Loreto,Ago,2.827142857142857,2019,0.0,0.0
Madre de Dios,Ago,0.0,2019,0.0,0.0
Moquegua,Ago,0.0,2019,0.0,0.0
Pasco,Ago,5.3018135515693965,2019,0.0,4970.0
Piura,Ago,5.138495092693566,2019,0.0,6229.0
Puno,Ago,7.096735983153462,2019,0.0,10972.0
San Martín,Ago,5.35295358649789,2019,18.0,31111.1
Tacna,Ago,0.0,2019,0.0,0.0
Tumbes,Ago,0.0,2019,0.0,0.0
Ucayali,Ago,6.502301784346939,2019,0.0,579.409
Amazonas,Set,6.402602624556785,2019,0.0,10640.0
Áncash,Set,0.0,2019,0.0,0.0
Apurímac,Set,0.0,2019,0.0,0.0
Arequipa,Set,0.0,2019,0.0,0.0
Ayacucho,Set,4.885714285714286,2019,0.0,2497.0
Cajamarca,Set,6.102655826936464,2019,0.0,8032.0
Callao,Set,0.0,2019,0.0,0.0
Cusco,Set,0.0,2019,0.0,0.0
Huancavelica,Set,0.0,2019,0.0,0.0
Huánuco,Set,5.682790091264666,2019,5.0,4498.5
Ica,Set,0.0,2019,0.0,0.0
Junín,Set,4.485714285714285,2019,0.0,35.0
La Libertad,Set,3.65,2019,0.0,0.5
Lambayeque,Set,5.993006993006993,2019,0.0,0.0
Lima,Set,0.0,2019,0.0,0.0
Lima Metropolitana,Set,0.0,2019,0.0,0.0
Loreto,Set,2.7276995305164315,2019,0.0,0.0
Madre de Dios,Set,0.0,2019,0.0,0.0
Moquegua,Set,0.0,2019,0.0,0.0
Pasco,Set,5.2,2019,0.0,6680.0
Piura,Set,4.7592592592592595,2019,0.0,964.0
Puno,Set,0.0,2019,0.0,0.0
San Martín,Set,5.41177795655672,2019,5.0,5575.0
Tacna,Set,0.0,2019,0.0,0.0
Tumbes,Set,0.0,2019,0.0,0.0
Ucayali,Set,6.5,2019,0.0,14435.0
Amazonas,Oct,6.442258340461933,2019,0.0,7519.0
Áncash,Oct,0.0,2019,0.0,0.0
Apurímac,Oct,0.0,2019,0.0,0.0
Arequipa,Oct,0.0,2019,0.0,0.0
Ayacucho,Oct,5.0,2019,10.0,0.0
Cajamarca,Oct,5.842029063383534,2019,0.0,51842.5
Callao,Oct,0.0,2019,0.0,0.0
Cusco,Oct,0.0,2019,26.0,0.0
Huancavelica,Oct,0.0,2019,10.0,0.0
Huánuco,Oct,5.52487684729064,2019,5.0,138.0
Ica,Oct,0.0,2019,0.0,0.0
Junín,Oct,0.0,2019,0.0,0.0
La Libertad,Oct,0.0,2019,0.0,0.0
Lambayeque,Oct,5.993006993006993,2019,0.0,0.0
Lima,Oct,0.0,2019,0.0,0.0
Lima Metropolitana,Oct,0.0,2019,0.0,0.0
Loreto,Oct,2.613698630136986,2019,0.0,0.0
Madre de Dios,Oct,0.0,2019,0.0,0.0
Moquegua,Oct,0.0,2019,0.0,0.0
Pasco,Oct,0.0,2019,0.0,0.0
Piura,Oct,0.0,2019,0.0,0.0
Puno,Oct,0.0,2019,0.0,0.0
San Martín,Oct,4.69625,2019,81.0,1921.0
Tacna,Oct,0.0,2019,0.0,0.0
Tumbes,Oct,0.0,2019,0.0,0.0
Ucayali,Oct,0.0,2019,2.0,0.0
Amazonas,Nov,6.594512195121951,2019,0.0,18110.0
Áncash,Nov,0.0,2019,0.0,0.0
Apurímac,Nov,0.0,2019,0.0,0.0
Arequipa,Nov,0.0,2019,0.0,0.0
Ayacucho,Nov,5.0,2019,70.0,0.0
Cajamarca,Nov,0.0,2019,0.0,0.0
Callao,Nov,0.0,2019,0.0,0.0
Cusco,Nov,0.0,2019,8.0,0.0
Huancavelica,Nov,0.0,2019,10.0,0.0
Huánuco,Nov,5.5041666666666655,2019,2.0,6086.0
Ica,Nov,0.0,2019,0.0,0.0
Junín,Nov,0.0,2019,0.0,0.0
La Libertad,Nov,0.0,2019,0.0,0.0
Lambayeque,Nov,5.9933554817275745,2019,0.0,1556.0
Lima,Nov,0.0,2019,0.0,0.0
Lima Metropolitana,Nov,0.0,2019,0.0,0.0
Loreto,Nov,2.701416430594901,2019,0.0,0.0
Madre de Dios,Nov,0.0,2019,0.0,0.0
Moquegua,Nov,0.0,2019,0.0,0.0
Pasco,Nov,0.0,2019,0.0,0.0
Piura,Nov,0.0,2019,0.0,0.0
Puno,Nov,0.0,2019,0.0,0.0
San Martín,Nov,5.2291169451074,2019,147.0,75.0
Tacna,Nov,0.0,2019,0.0,0.0
Tumbes,Nov,0.0,2019,0.0,0.0
Ucayali,Nov,0.0,2019,0.0,0.0
Amazonas,Dic,8.0,2019,65.0,46.0
Áncash,Dic,0.0,2019,0.0,0.0
Apurímac,Dic,0.0,2019,0.0,0.0
Arequipa,Dic,0.0,2019,0.0,0.0
Ayacucho,Dic,5.0,2019,0.0,77.0
Cajamarca,Dic,0.0,2019,2.0,0.0
Callao,Dic,0.0,2019,0.0,0.0
Cusco,Dic,0.0,2019,39.0,0.0
Huancavelica,Dic,0.0,2019,0.0,0.0
Huánuco,Dic,5.376923076923077,2019,2.0,6639.75
Ica,Dic,0.0,2019,0.0,0.0
Junín,Dic,0.0,2019,0.0,0.0
La Libertad,Dic,0.0,2019,0.0,0.0
Lambayeque,Dic,0.0,2019,0.0,0.0
Lima,Dic,0.0,2019,0.0,0.0
Lima Metropolitana,Dic,0.0,2019,0.0,0.0
Loreto,Dic,2.800199004975124,2019,0.0,176.0
Madre de Dios,Dic,0.0,2019,0.0,0.0
Moquegua,Dic,0.0,2019,0.0,0.0
Pasco,Dic,0.0,2019,0.0,0.0
Piura,Dic,0.0,2019,0.0,0.0
Puno,Dic,0.0,2019,0.0,0.0
San Martín,Dic,3.0431187241583,2019,228.0,9971.0
Tacna,Dic,0.0,2019,0.0,0.0
Tumbes,Dic,0.0,2019,0.0,0.0
Ucayali,Dic,0.0,2019,0.0,0.0
