Región,meses,cosecha,produccion,rendimiento,precio,year
La Libertad,May,4775.0,108312.5,22683.24607329843,1.4680485631852278,2022
Lambayeque,May,0.0,0.0,0.0,0.0,2022
Lima,May,364.0,3671.159,10085.601648351649,1.3444137941178795,2022
Lima Metropolitana,May,0.0,0.0,0.0,0.0,2022
Loreto,May,0.0,0.0,0.0,0.0,2022
papare de Dios,May,0.0,0.0,0.0,0.0,2022
Moquegua,May,50.0,541.4849999999999,10829.699999999997,1.445961568649178,2022
Pasco,May,1616.0,25026.887,15486.935024752474,1.3356240554408545,2022
Piura,May,70.0,792.0,11314.285714285716,0.9480808080808081,2022
Puno,May,23175.0,356567.9,15385.885652642935,1.4771541128632162,2022
San Martín,May,0.0,0.0,0.0,0.0,2022
Tacna,May,52.0,1018.0,19576.923076923078,1.9773477406679765,2022
Tumbes,May,0.0,0.0,0.0,0.0,2022
Ucayali,May,0.0,0.0,0.0,0.0,2022
Amazonas,Jun,490.5,8771.900000000001,17883.588175331297,2.409191851252293,2022
Áncash,Jun,749.0,9377.3,12519.759679572762,1.451595875145298,2022
Apurímac,Jun,6551.5,120183.3,18344.394413493093,1.223949250852656,2022
Arequipa,Jun,344.0,13130.398999999998,38169.76453488371,1.3188939574494276,2022
Ayacucho,Jun,7576.0,139924.0,18469.376979936642,1.120896343729453,2022
Cajamarca,Jun,2247.5,30965.839999999997,13777.904338153503,1.6728930008034661,2022
Callao,Jun,0.0,0.0,0.0,0.0,2022
Cusco,Jun,4390.0,70606.0,16083.371298405467,1.4534798742316517,2022
Huancavelica,Jun,5078.0,61602.45,12131.242615202835,1.2939694768633392,2022
Huánuco,Jun,2130.0,34926.5,16397.417840375587,1.1646766495354535,2022
Ica,Jun,178.5,6624.77,37113.557422969185,1.5799999999999998,2022
Junín,Jun,4973.0,86801.90000000001,17454.635029157453,0.9992327011275097,2022
La Libertad,Jun,3708.0,85280.99999999999,22999.19093851132,1.4150070472907212,2022
Lambayeque,Jun,0.0,0.0,0.0,0.0,2022
Lima,Jun,246.0,2391.3999999999996,9721.138211382111,1.630036798528059,2022
Lima Metropolitana,Jun,0.0,0.0,0.0,0.0,2022
Loreto,Jun,0.0,0.0,0.0,0.0,2022
papare de Dios,Jun,0.0,0.0,0.0,0.0,2022
Moquegua,Jun,7.0,147.7,21099.999999999996,1.2,2022
Pasco,Jun,3103.0,54551.81899999999,17580.347728005152,1.6708458557541412,2022
Piura,Jun,203.0,1976.0,9733.99014778325,1.2541093117408906,2022
Puno,Jun,2067.0,28731.1,13899.903241412674,1.1562992715211045,2022
San Martín,Jun,0.0,0.0,0.0,0.0,2022
Tacna,Jun,4.0,85.0,21250.0,2.0,2022
Tumbes,Jun,0.0,0.0,0.0,0.0,2022
Ucayali,Jun,0.0,0.0,0.0,0.0,2022
Amazonas,Jul,665.0,11698.999999999998,17592.481203007515,2.3633049833319086,2022
Áncash,Jul,183.0,2293.7,12533.879781420763,1.5179186467279941,2022
Apurímac,Jul,3595.5,66138.0,18394.659991656237,1.1960325380265506,2022
Arequipa,Jul,910.0,39451.791,43353.61648351648,1.1718917475761745,2022
Ayacucho,Jul,423.0,7498.0,17725.768321513002,1.4194918644971992,2022
Cajamarca,Jul,869.0,14003.18,16114.131185270428,1.7880003684877293,2022
Callao,Jul,0.0,0.0,0.0,0.0,2022
Cusco,Jul,185.0,3038.0,16421.621621621623,1.4657998683344307,2022
Huancavelica,Jul,986.0,12267.05,12441.227180527383,1.266833509278922,2022
Huánuco,Jul,734.0,14832.0,20207.08446866485,1.4404476806903992,2022
Ica,Jul,530.0,20199.130000000005,38111.56603773586,1.3162671313071406,2022
Junín,Jul,1761.0,31960.0,18148.779102782508,1.060194931163955,2022
La Libertad,Jul,1050.0,24080.1,22933.428571428572,1.4129047221564692,2022
Lambayeque,Jul,0.0,0.0,0.0,0.0,2022
Lima,Jul,93.0,2459.8999999999996,26450.537634408596,1.071100451237855,2022
Lima Metropolitana,Jul,0.0,0.0,0.0,0.0,2022
Loreto,Jul,0.0,0.0,0.0,0.0,2022
papare de Dios,Jul,0.0,0.0,0.0,0.0,2022
Moquegua,Jul,0.0,0.0,0.0,0.0,2022
Pasco,Jul,285.0,6353.99,22294.701754385966,1.6111559823040327,2022
Piura,Jul,208.0,1932.0,9288.461538461539,1.4537939958592132,2022
Puno,Jul,0.0,0.0,0.0,0.0,2022
San Martín,Jul,0.0,0.0,0.0,0.0,2022
Tacna,Jul,11.0,233.0,21181.818181818184,1.9459227467811158,2022
Tumbes,Jul,0.0,0.0,0.0,0.0,2022
Ucayali,Jul,0.0,0.0,0.0,0.0,2022
Amazonas,Ago,604.5,10647.6,17613.89578163772,2.2329060069874895,2022
Áncash,Ago,11.0,137.0,12454.545454545456,1.562043795620438,2022
Apurímac,Ago,342.0,7022.0,20532.16374269006,1.1892623184277984,2022
Arequipa,Ago,1418.0,63326.748,44659.20169252468,1.2834928030727237,2022
Ayacucho,Ago,6.0,115.0,19166.666666666668,1.25,2022
Cajamarca,Ago,1001.5,14237.910000000002,14216.585122316526,1.7726597513258613,2022
Callao,Ago,0.0,0.0,0.0,0.0,2022
Cusco,Ago,0.0,0.0,0.0,0.0,2022
Huancavelica,Ago,43.0,432.75,10063.953488372093,1.5661236279607165,2022
Huánuco,Ago,835.0,18803.0,22518.562874251496,1.4661687496676066,2022
Ica,Ago,1743.2,67178.39,38537.396741624594,1.3781100856986899,2022
Junín,Ago,272.0,5545.1,20386.397058823528,1.3406257777136568,2022
La Libertad,Ago,341.0,7904.0,23178.885630498535,1.6945685728744941,2022
Lambayeque,Ago,0.0,0.0,0.0,0.0,2022
Lima,Ago,376.0,10793.0,28704.787234042553,1.1705179282868525,2022
Lima Metropolitana,Ago,4.0,113.42,28355.0,0.65,2022
Loreto,Ago,0.0,0.0,0.0,0.0,2022
papare de Dios,Ago,0.0,0.0,0.0,0.0,2022
Moquegua,Ago,1.0,27.0,27000.0,1.1,2022
Pasco,Ago,197.0,4432.0,22497.46192893401,1.3968231046931407,2022
Piura,Ago,292.0,3616.0,12383.561643835616,1.6054203539823009,2022
Puno,Ago,0.0,0.0,0.0,0.0,2022
San Martín,Ago,0.0,0.0,0.0,0.0,2022
Tacna,Ago,17.0,343.0,20176.470588235294,1.8682215743440231,2022
Tumbes,Ago,0.0,0.0,0.0,0.0,2022
Ucayali,Ago,0.0,0.0,0.0,0.0,2022
Amazonas,Set,455.15,7953.249999999998,17473.909700098866,2.4033190833935816,2022
Áncash,Set,126.0,1574.5,12496.031746031746,1.7103524928548743,2022
Apurímac,Set,14.0,405.0,28928.571428571428,1.6111111111111112,2022
Arequipa,Set,849.0,34875.74999999999,41078.6219081272,1.9029131416528682,2022
Ayacucho,Set,2.0,30.0,15000.0,1.2,2022
Cajamarca,Set,1317.0,18779.9,14259.605163249811,1.9631695589433389,2022
Callao,Set,0.0,0.0,0.0,0.0,2022
Cusco,Set,0.0,0.0,0.0,0.0,2022
Huancavelica,Set,208.0,3990.85,19186.778846153848,1.316605485047045,2022
Huánuco,Set,1726.0,40310.0,23354.577056778682,1.9543841478541306,2022
Ica,Set,542.3,20055.949999999997,36983.127420247096,1.489893293511402,2022
Junín,Set,85.0,1810.6,21301.176470588234,1.5249751463603227,2022
La Libertad,Set,298.0,6557.4,22004.697986577183,1.3061609784365755,2022
Lambayeque,Set,25.0,140.0,5600.0,1.25,2022
Lima,Set,730.0,20320.7,27836.575342465752,1.38431008774304,2022
Lima Metropolitana,Set,1.0,28.16,28160.0,1.4,2022
Loreto,Set,0.0,0.0,0.0,0.0,2022
papare de Dios,Set,0.0,0.0,0.0,0.0,2022
Moquegua,Set,0.0,0.0,0.0,0.0,2022
Pasco,Set,79.0,1750.0,22151.898734177215,2.0442857142857145,2022
Piura,Set,267.0,2539.0,9509.36329588015,1.7061992910594723,2022
Puno,Set,0.0,0.0,0.0,0.0,2022
San Martín,Set,0.0,0.0,0.0,0.0,2022
Tacna,Set,14.0,283.0,20214.285714285714,1.8862190812720847,2022
Tumbes,Set,0.0,0.0,0.0,0.0,2022
Ucayali,Set,0.0,0.0,0.0,0.0,2022
Amazonas,Oct,238.65,4269.98,17892.22711083176,2.3443266713193043,2022
Áncash,Oct,30.0,374.0,12466.666666666666,1.6037433155080212,2022
Apurímac,Oct,0.0,0.0,0.0,0.0,2022
Arequipa,Oct,1164.0,39873.999,34256.01288659794,1.5693885180666227,2022
Ayacucho,Oct,16.0,391.0,24437.5,1.7611253196930945,2022
Cajamarca,Oct,1586.75,21587.43,13604.808570978415,2.101982681588313,2022
Callao,Oct,0.0,0.0,0.0,0.0,2022
Cusco,Oct,0.0,0.0,0.0,0.0,2022
Huancavelica,Oct,1103.0,24327.65,22055.893019038987,1.521485840185961,2022
Huánuco,Oct,3238.0,75517.0,23322.11241507103,1.5526113987578951,2022
Ica,Oct,159.0,5901.0,37113.20754716981,1.4313709540755806,2022
Junín,Oct,192.0,3917.7,20404.687499999996,1.6325037649641372,2022
La Libertad,Oct,849.0,19353.5,22795.641931684335,2.2966667527837346,2022
Lambayeque,Oct,0.0,0.0,0.0,0.0,2022
Lima,Oct,756.0,21591.4,28560.052910052913,1.3742615115277377,2022
Lima Metropolitana,Oct,18.0,462.12,25673.333333333332,0.9397126287544361,2022
Loreto,Oct,0.0,0.0,0.0,0.0,2022
papare de Dios,Oct,0.0,0.0,0.0,0.0,2022
Moquegua,Oct,1.0,28.0,28000.0,1.3,2022
Pasco,Oct,51.0,1169.0,22921.56862745098,1.7798118049615055,2022
Piura,Oct,158.0,1599.0,10120.253164556962,2.2922326454033772,2022
Puno,Oct,0.0,0.0,0.0,0.0,2022
San Martín,Oct,0.0,0.0,0.0,0.0,2022
Tacna,Oct,11.0,238.0,21636.363636363636,1.9478991596638657,2022
Tumbes,Oct,0.0,0.0,0.0,0.0,2022
Ucayali,Oct,0.0,0.0,0.0,0.0,2022
Amazonas,Nov,149.63,2630.2799999999997,17578.560449107797,2.188449138494761,2022
Áncash,Nov,43.0,566.0,13162.79069767442,2.2750000000000004,2022
Apurímac,Nov,3.0,60.0,20000.0,3.0,2022
Arequipa,Nov,1186.0,42638.37,35951.40809443508,1.617576094020479,2022
Ayacucho,Nov,157.0,2868.0,18267.51592356688,1.70547419804742,2022
Cajamarca,Nov,2691.4,27127.679,10079.3932525823,2.1023100796791354,2022
Callao,Nov,0.0,0.0,0.0,0.0,2022
Cusco,Nov,60.0,405.0,6750.0,0.8,2022
Huancavelica,Nov,687.0,10852.5,15796.943231441048,1.5363349458650082,2022
Huánuco,Nov,4680.75,97848.0,20904.342252844097,1.8745783868857822,2022
Ica,Nov,35.0,1465.0,41857.142857142855,1.4610921501706484,2022
Junín,Nov,298.0,5130.0,17214.765100671142,1.6514619883040935,2022
La Libertad,Nov,1333.5,30891.65,23165.84176977878,2.465837208436583,2022
Lambayeque,Nov,140.0,901.0,6435.714285714286,1.3,2022
Lima,Nov,772.0,22491.0,29133.41968911917,1.564173224845494,2022
Lima Metropolitana,Nov,18.0,478.8,26600.0,1.2,2022
Loreto,Nov,0.0,0.0,0.0,0.0,2022
papare de Dios,Nov,0.0,0.0,0.0,0.0,2022
Moquegua,Nov,3.0,82.5,27500.0,1.2,2022
Pasco,Nov,64.0,1263.0,19734.375,2.0194774346793354,2022
Piura,Nov,102.0,1034.0,10137.254901960783,1.9782882011605418,2022
Puno,Nov,650.0,9694.0,14913.846153846152,2.02259129358366,2022
San Martín,Nov,0.0,0.0,0.0,0.0,2022
Tacna,Nov,8.0,175.0,21875.0,2.0,2022
Tumbes,Nov,0.0,0.0,0.0,0.0,2022
Ucayali,Nov,0.0,0.0,0.0,0.0,2022
Amazonas,Dic,106.5,1940.5,18220.657276995305,2.3226075753671735,2022
Áncash,Dic,93.0,1211.0,13021.505376344086,2.1552436003303055,2022
Apurímac,Dic,234.0,5009.0,21405.982905982906,1.4306248752245958,2022
Arequipa,Dic,583.0,21266.111000000008,36477.03430531734,1.5685545655244628,2022
Ayacucho,Dic,171.0,3313.0,19374.269005847953,1.573060670087534,2022
Cajamarca,Dic,2574.25,24546.440000000002,9535.375352044286,2.337516845619975,2022
Callao,Dic,0.0,0.0,0.0,0.0,2022
Cusco,Dic,125.0,1429.0,11432.0,1.175227431770469,2022
Huancavelica,Dic,252.0,3436.9,13638.492063492064,1.5611946812534552,2022
Huánuco,Dic,4592.0,95779.0,20857.796167247387,2.086082283172721,2022
Ica,Dic,20.0,835.0,41750.0,1.75,2022
Junín,Dic,793.0,15578.900000000001,19645.523329129886,1.7960164068066418,2022
La Libertad,Dic,1631.5,38032.2,23311.186025130246,2.378320870209979,2022
Lambayeque,Dic,65.0,421.0,6476.923076923077,1.2119952494061759,2022
Lima,Dic,950.0,27946.6,29417.473684210523,1.731429225737657,2022
Lima Metropolitana,Dic,0.0,0.0,0.0,0.0,2022
Loreto,Dic,0.0,0.0,0.0,0.0,2022
papare de Dios,Dic,0.0,0.0,0.0,0.0,2022
Moquegua,Dic,3.0,81.0,27000.0,1.4,2022
Pasco,Dic,185.0,3464.71,18728.162162162163,2.1224975250453864,2022
Piura,Dic,94.0,995.0,10585.106382978724,2.339798994974874,2022
Puno,Dic,1215.0,20630.75,16980.041152263377,1.9969281291276375,2022
San Martín,Dic,0.0,0.0,0.0,0.0,2022
Tacna,Dic,8.0,171.0,21375.0,2.181286549707602,2022
Tumbes,Dic,0.0,0.0,0.0,0.0,2022
Ucayali,Dic,0.0,0.0,0.0,0.0,2022
Amazonas,Ene,115.0,1984.5190000000002,17256.68695652174,0.7988311021461622,2021
Áncash,Ene,401.0,5013.0,12501.246882793017,0.7996489128266507,2021
Apurímac,Ene,171.0,3415.0,19970.76023391813,0.7156954612005858,2021
Arequipa,Ene,508.0,18375.165999999997,36171.58661417322,0.5100275475062378,2021
Ayacucho,Ene,812.0,12416.0,15290.64039408867,0.7485824742268039,2021
Cajamarca,Ene,2825.0,32454.7,11488.389380530974,0.8138073992364739,2021
Callao,Ene,0.0,0.0,0.0,0.0,2021
Cusco,Ene,1883.0,30112.5,15991.768454593734,1.0840016604400167,2021
Huancavelica,Ene,842.0,13850.0,16448.931116389547,0.496928880866426,2021
Huánuco,Ene,4516.5,89259.0,19762.869478578545,0.6370389988684613,2021
Ica,Ene,10.0,103.44999999999999,10344.999999999998,0.9713871435476076,2021
Junín,Ene,1362.0,23756.3,17442.217327459617,0.5906500591422065,2021
La Libertad,Ene,1050.5,24509.5,23331.27082341742,0.9604863420306415,2021
Lambayeque,Ene,0.0,0.0,0.0,0.0,2021
Lima,Ene,1543.0,58770.0,38088.13998703824,0.5840165050195678,2021
Lima Metropolitana,Ene,1.0,27.86,27860.0,0.55,2021
Loreto,Ene,0.0,0.0,0.0,0.0,2021
papare de Dios,Ene,0.0,0.0,0.0,0.0,2021
Moquegua,Ene,49.0,669.64,13666.122448979591,0.8676054297831671,2021
Pasco,Ene,398.399,7015.718999999999,17609.780647039774,0.45283467025974106,2021
Piura,Ene,188.0,2325.0,12367.021276595744,0.6520645161290323,2021
Puno,Ene,0.0,0.0,0.0,0.0,2021
San Martín,Ene,0.0,0.0,0.0,0.0,2021
Tacna,Ene,39.0,849.0,21769.23076923077,1.12414605418139,2021
Tumbes,Ene,0.0,0.0,0.0,0.0,2021
Ucayali,Ene,0.0,0.0,0.0,0.0,2021
Amazonas,Feb,179.0,3143.4200000000005,17561.005586592182,0.8988420891894814,2021
Áncash,Feb,1317.0,16254.599999999999,12342.141230068335,0.8288521403172024,2021
Apurímac,Feb,673.0,13058.0,19402.67459138187,0.7452688007351815,2021
Arequipa,Feb,438.0,14135.071,32271.85159817351,0.5724970182321686,2021
Ayacucho,Feb,1419.0,21904.0,15436.222692036647,0.7594393718042367,2021
Cajamarca,Feb,4188.0,51610.40000000001,12323.400191021969,0.7034944507308606,2021
Callao,Feb,0.0,0.0,0.0,0.0,2021
Cusco,Feb,1218.0,16817.0,13807.060755336617,1.1896854373550572,2021
Huancavelica,Feb,907.0,13400.049999999996,14774.035281146633,0.43654426662587104,2021
Huánuco,Feb,3443.0,54926.0,15952.948010455999,0.7834326366383861,2021
Ica,Feb,8.0,81.19999999999999,10149.999999999998,1.0,2021
Junín,Feb,1628.0,30585.099999999995,18786.91646191646,0.6102621864894997,2021
La Libertad,Feb,2415.5,51951.1,21507.389774373834,0.8666529871359797,2021
Lambayeque,Feb,20.0,140.0,7000.0,0.9,2021
Lima,Feb,367.0,11563.4,31507.901907356947,0.6254198592109587,2021
Lima Metropolitana,Feb,1.0,27.65,27650.0,0.56,2021
Loreto,Feb,0.0,0.0,0.0,0.0,2021
papare de Dios,Feb,0.0,0.0,0.0,0.0,2021
Moquegua,Feb,103.0,1388.3789999999997,13479.407766990289,0.7701564918512886,2021
Pasco,Feb,799.5,13896.48,17381.46341463415,0.44526704604331463,2021
Piura,Feb,127.0,1407.0,11078.740157480315,0.7319829424307035,2021
Puno,Feb,857.0,13209.0,15413.068844807467,1.5822015292603524,2021
San Martín,Feb,0.0,0.0,0.0,0.0,2021
Tacna,Feb,61.0,1321.0,21655.737704918032,1.453444360333081,2021
Tumbes,Feb,0.0,0.0,0.0,0.0,2021
Ucayali,Feb,0.0,0.0,0.0,0.0,2021
Amazonas,Mar,323.0,5857.9,18135.913312693498,0.7538928626299528,2021
Áncash,Mar,2071.0,25413.1,12270.931916948333,0.8155687421054492,2021
Apurímac,Mar,1160.0,21612.0,18631.034482758623,0.7518790486766611,2021
Arequipa,Mar,357.0,10468.562000000002,29323.7030812325,0.8381613730711057,2021
Ayacucho,Mar,2260.0,38019.0,16822.566371681416,0.7599950024987504,2021
Cajamarca,Mar,4063.0,57228.990000000005,14085.402412010832,0.7097926330693588,2021
Callao,Mar,0.0,0.0,0.0,0.0,2021
Cusco,Mar,1812.0,27268.0,15048.565121412803,1.1322905970368198,2021
Huancavelica,Mar,1555.0,21325.75,13714.308681672026,0.6360336682179991,2021
Huánuco,Mar,4605.25,62635.0,13600.78171651919,0.8823238604614031,2021
Ica,Mar,17.0,169.3,9958.823529411764,1.0,2021
Junín,Mar,2815.0,51401.000000000015,18259.680284191832,0.6326314079492615,2021
La Libertad,Mar,2889.5,64996.0,22493.85706869701,0.707285371407471,2021
Lambayeque,Mar,37.0,207.0,5594.594594594595,0.8579710144927537,2021
Lima,Mar,205.0,1712.5,8353.658536585366,1.0819503649635036,2021
Lima Metropolitana,Mar,0.0,0.0,0.0,0.0,2021
Loreto,Mar,0.0,0.0,0.0,0.0,2021
papare de Dios,Mar,0.0,0.0,0.0,0.0,2021
Moquegua,Mar,131.0,1613.4389999999999,12316.32824427481,0.937547592440743,2021
Pasco,Mar,1015.65,16917.188,16656.513562743068,0.604729296618327,2021
Piura,Mar,112.0,1150.0,10267.857142857143,0.7,2021
Puno,Mar,4937.0,70500.3,14279.98784687057,1.6765972627066834,2021
San Martín,Mar,0.0,0.0,0.0,0.0,2021
Tacna,Mar,144.0,3063.0,21270.833333333332,1.4428338230492979,2021
Tumbes,Mar,0.0,0.0,0.0,0.0,2021
Ucayali,Mar,0.0,0.0,0.0,0.0,2021
Amazonas,Abr,333.5,6262.299999999999,18777.51124437781,0.6860378774571643,2021
Áncash,Abr,2478.0,30876.0,12460.048426150122,0.8507455628967483,2021
Apurímac,Abr,2128.0,40506.0,19034.774436090225,0.8388937441366712,2021
Arequipa,Abr,478.0,13685.741,28631.25732217573,0.9794902957757275,2021
Ayacucho,Abr,3008.0,44256.0,14712.765957446809,0.8438451283441798,2021
Cajamarca,Abr,3670.75,57462.15,15654.062521283118,0.7281722142314551,2021
Callao,Abr,0.0,0.0,0.0,0.0,2021
Cusco,Abr,4206.0,62849.8,14942.891107941037,1.0417461153416558,2021
Huancavelica,Abr,3631.0,50634.749999999985,13945.125309831998,0.6376645485560809,2021
Huánuco,Abr,7060.25,82187.00000000001,11640.80592047024,0.8207572365459259,2021
Ica,Abr,10.0,101.6,10160.0,1.0,2021
Junín,Abr,3647.0,63601.800000000025,17439.484507814646,0.6655361955164786,2021
La Libertad,Abr,4769.0,108706.8,22794.464248270076,0.8332599984545589,2021
Lambayeque,Abr,113.0,659.0,5831.858407079646,0.8890743550834598,2021
Lima,Abr,270.5,2490.7,9207.763401109058,1.2090215602039591,2021
Lima Metropolitana,Abr,0.0,0.0,0.0,0.0,2021
Loreto,Abr,0.0,0.0,0.0,0.0,2021
papare de Dios,Abr,0.0,0.0,0.0,0.0,2021
Moquegua,Abr,225.0,2547.4599999999996,11322.044444444442,1.136595510822545,2021
Pasco,Abr,1018.3499999999999,19555.619000000002,19203.239554180785,0.6136327057711647,2021
Piura,Abr,114.0,1269.0,11131.578947368422,0.7565011820330969,2021
Puno,Abr,33124.0,513935.0,15515.487259992755,1.4924774533744536,2021
San Martín,Abr,0.0,0.0,0.0,0.0,2021
Tacna,Abr,76.0,1659.0,21828.94736842105,1.4949367088607595,2021
Tumbes,Abr,0.0,0.0,0.0,0.0,2021
Ucayali,Abr,0.0,0.0,0.0,0.0,2021
Amazonas,May,431.0,8361.4,19400.0,0.9397093788121607,2021
Áncash,May,1449.0,17799.2,12283.781918564528,0.9137315160231922,2021
Apurímac,May,5499.0,99646.93,18120.91834879069,1.0111008989439012,2021
Arequipa,May,316.0,11656.138999999997,36886.5158227848,1.1425817674274474,2021
Ayacucho,May,8632.0,119889.0,13888.901760889712,0.9336442876327276,2021
Cajamarca,May,3167.35,48611.15099999999,15347.577943706883,0.7606292710493524,2021
Callao,May,0.0,0.0,0.0,0.0,2021
Cusco,May,13217.0,189983.25,14374.15828100174,1.1035042826143884,2021
Huancavelica,May,5753.0,80198.05,13940.213801494872,0.71174632674984,2021
Huánuco,May,5340.0,71056.0,13306.367041198502,0.759866527809052,2021
Ica,May,10.0,100.899,10089.9,0.955928700978206,2021
Junín,May,6409.0,107053.19999999994,16703.573100327656,0.6623890738436597,2021
La Libertad,May,6432.0,147146.3,22877.223258706465,0.8465736889068907,2021
Lambayeque,May,170.0,960.0,5647.058823529412,0.9,2021
Lima,May,293.5,2627.8000000000006,8953.321976149917,1.3629538016591822,2021
Lima Metropolitana,May,0.0,0.0,0.0,0.0,2021
Loreto,May,0.0,0.0,0.0,0.0,2021
papare de Dios,May,0.0,0.0,0.0,0.0,2021
Moquegua,May,70.0,697.4090000000001,9962.985714285716,1.2852628801750479,2021
Pasco,May,2204.0,37178.65699999999,16868.71914700544,0.7939664146555914,2021
Piura,May,202.0,2112.0,10455.445544554455,0.775284090909091,2021
Puno,May,21300.0,330494.9,15516.192488262912,1.4267043757710023,2021
San Martín,May,0.0,0.0,0.0,0.0,2021
Tacna,May,28.0,610.0,21785.714285714286,1.501311475409836,2021
Tumbes,May,0.0,0.0,0.0,0.0,2021
Ucayali,May,0.0,0.0,0.0,0.0,2021
Amazonas,Jun,432.0,8014.8,18552.777777777777,1.1594911912961021,2021
Áncash,Jun,604.0,7458.0,12347.6821192053,0.9453472780906408,2021
Apurímac,Jun,8081.0,143303.44,17733.37953223611,0.935810040568461,2021
Arequipa,Jun,379.0,14766.439999999999,38961.583113456465,1.1551404400789902,2021
Ayacucho,Jun,6352.0,86789.0,13663.255667506297,0.9795068499464219,2021
Cajamarca,Jun,1867.25,27626.709999999995,14795.399651894495,0.7881864688194865,2021
Callao,Jun,0.0,0.0,0.0,0.0,2021
Cusco,Jun,6862.0,93177.5,13578.767123287671,1.2729373507552788,2021
Huancavelica,Jun,4235.0,52581.5,12415.938606847698,0.90671880794576,2021
Huánuco,Jun,2254.0,33925.00000000001,15051.020408163267,0.8157783640383198,2021
Ica,Jun,40.5,1158.4810000000002,28604.469135802476,1.3511037902218506,2021
Junín,Jun,5008.0,82212.49999999996,16416.234025559097,0.750618944807663,2021
La Libertad,Jun,3178.5,73526.59999999999,23132.483876042155,0.8955352484679012,2021
Lambayeque,Jun,35.0,175.0,5000.0,0.9,2021
Lima,Jun,187.0,1483.6,7933.689839572193,1.179138581827986,2021
Lima Metropolitana,Jun,0.0,0.0,0.0,0.0,2021
Loreto,Jun,0.0,0.0,0.0,0.0,2021
papare de Dios,Jun,0.0,0.0,0.0,0.0,2021
Moquegua,Jun,3.0,31.22,10406.666666666666,0.9481870595771941,2021
Pasco,Jun,2980.0,55263.100000000006,18544.664429530203,0.9382385425356158,2021
Piura,Jun,163.0,1782.0,10932.515337423312,0.7036812570145904,2021
Puno,Jun,385.0,5663.7,14710.90909090909,1.4098698730511854,2021
San Martín,Jun,0.0,0.0,0.0,0.0,2021
Tacna,Jun,10.0,233.0,23300.0,1.3841201716738198,2021
Tumbes,Jun,0.0,0.0,0.0,0.0,2021
Ucayali,Jun,0.0,0.0,0.0,0.0,2021
Amazonas,Jul,559.0,10166.599999999999,18187.119856887297,1.2637092046505225,2021
Áncash,Jul,276.0,3357.08,12163.333333333332,0.9847188628212613,2021
Apurímac,Jul,3567.5,62338.55,17474.015416958653,1.013015942783398,2021
Arequipa,Jul,533.0,20094.309999999994,37700.39399624764,1.1747345392800252,2021
Ayacucho,Jul,1465.0,19916.0,13594.539249146757,1.0215756175938941,2021
Cajamarca,Jul,1039.3,15967.170000000002,15363.388819397675,0.9910143751209513,2021
Callao,Jul,0.0,0.0,0.0,0.0,2021
Cusco,Jul,576.0,10033.0,17418.402777777777,1.5110734575899532,2021
Huancavelica,Jul,1326.0,16072.049999999997,12120.701357466061,1.0995202852156383,2021
Huánuco,Jul,821.0,17307.0,21080.389768574907,0.8443844687120818,2021
Ica,Jul,558.5,19358.35,34661.32497761862,1.3441446455922121,2021
